_;SMPTE Metadata Elements Dictionary;;;;;;;;;;;;;
_;Published version 13 as of 2012-02-14;;;;;;;;;;;;;
_ver;Published;13;;;;;;;;;;;;
_;;499;Nodes in this Register;;;;;;;;;;;
_;;1476;Leaves in this Register;;;;;;;;;;;
_;Register;Dictionary Version at introduction;Node or
;Elements;4;Leaf;6;06.0E.2B.34.01.01.01.04.03.01.01.02.03.03.00.00;Primary Original Language Code;ISO 639 Language Code for the original primary spoken language;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;ISO 639;
;Elements;4;Leaf;6;06.0E.2B.34.01.01.01.04.03.01.01.02.03.04.00.00;Secondary Original Language Code;ISO 639 Language Code for the original secondary spoken language;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;ISO 639;
;Elements;7;Leaf;6;06.0E.2B.34.01.01.01.07.03.01.01.02.03.11.00.00;Primary Extended Spoken Language Code;ISO 639 Language Code for the original secondary spoken language;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;12 chars;;;;ISO 639;
;Elements;7;Leaf;6;06.0E.2B.34.01.01.01.07.03.01.01.02.03.12.00.00;Secondary Extended Spoken Language Code;The RFC-3066-compliant code that specifies the base ISO code for the language as well as regional variant information for the secondary spoken language;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;12 chars;;;;ISO 639;
;Elements;7;Leaf;6;06.0E.2B.34.01.01.01.07.03.01.01.02.03.13.00.00;Original Extended Spoken Primary Language Code;The RFC-3066-compliant code that specifies the base ISO code for the language as well as regional variant information for the original primary spoken language;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;12 chars;;;;ISO 639;
;Elements;7;Leaf;6;06.0E.2B.34.01.01.01.07.03.01.01.02.03.14.00.00;Secondary Original Extended Spoken Language Code;The RFC-3066-compliant code that specifies the base ISO code for the language as well as regional variant information for the original seconday spoken language;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;12 chars;;;;ISO 639;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.03.01.01.02.03.15.00.00;RFC 5646 Audio Language Code;Identifies the language of the audio content as an RFC 5646 code.;UTF-16 char
String;Variable;;;;SMPTE ST 377-4;
;Elements;3;Node;5;06.0E.2B.34.01.01.01.03.03.01.01.02.10.00.00.00;Language Names;Language Names;;;;;;;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.03.01.01.02.10.01.00.00;Language Name;The International Standards Organisation name for a language;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;16 bytes max;;;;ISO 639;
;Elements;3;Leaf;7;06.0E.2B.34.01.01.01.03.03.01.01.02.10.01.01.00;Language Name;The International Standards Organisation name for a language;16-bit Unicode String;32 bytes max;;;;ISO 639;
;Elements;2;Node;3;06.0E.2B.34.01.01.01.02.03.01.02.00.00.00.00.00;Data Interpretations and Definitions;Defining information about data interpretation;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.03.01.02.01.00.00.00.00;System Interpretations;Interpretive information for common data systems;;;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.01.02.01.01.00.00.00;Operating System Interpretations;1-byte code for distinction of common operating systems;UInt 8;1 byte;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.01.02.01.02.00.00.00;Byte Order;Specifies the byte order of the metadata 'MM'=Big endian, 'II'=Little endian;Int16;2 bytes;;;;; 'MM'=Big endian, 'II'=Little endian
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.01.02.01.03.00.00.00;Essence Is Identified;Specifies whether the wrapper or container format identifies essence with an SMPTE label or other AUID (False=0);Boolean;1 byte;00h=FALSE;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.01.04.00.00.00;Object Model Version;Specifies the Internal Object Storage Mechanism Version Number;UInt32;4 bytes;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.01.05.00.00.00;SDK Version;Specifies the version of the SDK;VersionType;2 bytes;;;;Type as defined in SMPTE 377M;
;Elements;4;Leaf;5;06.0E.2B.34.01.01.01.04.03.01.02.01.06.00.00.00;Major Version;A major version number.  A change in a major version implies non-backwards compatibility;UInt16;2 bytes;;;;;
;Elements;4;Leaf;5;06.0E.2B.34.01.01.01.04.03.01.02.01.07.00.00.00;Minor Version;A minor version number.  A change in a minor version implies some measure of backwards compatibility;UInt16;2 bytes;;;;;
;Elements;4;Leaf;5;06.0E.2B.34.01.01.01.04.03.01.02.01.08.00.00.00;Sector Size;The size of a unit of data, in bytes.  The unit size may be at any granulaity (packet, sector etc);UInt32;4 bytes;;;;;
;Elements;5;Leaf;5;06.0E.2B.34.01.01.01.05.03.01.02.01.09.00.00.00;KAG Size;Size of the KLV Alignment Grid (KAG) for this partition, in bytes;UInt32;4 bytes;;;;;
;Elements;5;Leaf;5;06.0E.2B.34.01.01.01.05.03.01.02.01.0A.00.00.00;Reversed Byte Order;Specifies whether the luma and croma sampling order conforms to ITU-R BT.601.  Value will be zero if the byte order conforms, non-zero if the luminance sample preceeds the chroma.;Boolean;1 byte;00h=conforms to ITU-R BT.601;;;;
;Elements;2;Node;4;06.0E.2B.34.01.01.01.02.03.01.02.02.00.00.00.00;Property Definitions;Information for the definition of data properties.;;;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.02.01.00.00.00;Is Optional;Specifies whether property is optional (false=0);Boolean;1 byte;00h=FALSE;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.02.02.00.00.00;Is Searchable;Specifies if information is accessible by searching a database (false=0);Boolean;1 byte;00h=FALSE;;;;
;Elements;2;Node;5;06.0E.2B.34.01.01.01.02.03.01.02.02.03.00.00.00;Property Defaults;Information about property defaults;;;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.03.01.02.02.03.01.00.00;Use Default Value;Specifies that a defined default value should be used for a property where the value is not supplied. (False=use supplied value);Boolean;1 byte;00h=FALSE;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.03.01.02.02.03.02.00.00;Default Data Value;Specifies the default value of a property or metadata element as defined by the Type definitions;Indirect;Variable;;;;;
;Elements;2;Node;4;06.0E.2B.34.01.01.01.02.03.01.02.03.00.00.00.00;Type Definition;Information for the definition of data types;;;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.03.01.00.00.00;Size;Specifies the number of bytes in the integer;UInt8;1 byte;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.03.02.00.00.00;Is Signed;Specifies if the integer is signed (false=unsigned);Boolean;1 byte;00h=FALSE;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.03.03.00.00.00;Element Count;Specifies the number of elements in the array;UInt32;4 bytes;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.03.04.00.00.00;Element Name List;Specifies, as a single string value, a list of names zero delineated between each name in an enumeration;16-bit Unicode String Array;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.03.05.00.00.00;Type Definition Element Value List;Specifies, as a single string value, a list of values to match the names in the Type Definition Element Name List;Array of Int64;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.03.06.00.00.00;Member Name List;Specifies, as a single string value, a list of names zero delineated between each name in a record;16-bit Unicode String Array;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.03.07.00.00.00;Extendible Element Name List;Specifies, as a single string value, a list of names zero delineated between each name in an extendible enumeration;16-bit Unicode String Array;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.03.08.00.00.00;Type Definition Extendible Element Values;Specifies as a single string value a list of values to match the SMPTE labels or AUIDs in the Type Definition Extendible Element Names;AUIDArray;Variable;;;;;
;Elements;4;Leaf;5;06.0E.2B.34.01.01.01.04.03.01.02.03.09.00.00.00;Element Length;The length of each element in a list in bytes;UInt32;4 bytes;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.03.0B.00.00.00;Target Set;The path to the object which contains the target;AUIDArray;Variable;;;;;
;Elements;5;Node;4;06.0E.2B.34.01.01.01.05.03.01.02.0A.00.00.00.00;Name-Value Construct Interpretations;Defining information about interpreting name-value constructs;;;;;;;
;Elements;5;Leaf;5;06.0E.2B.34.01.01.01.05.03.01.02.0A.01.00.00.00;Item Name;Defines the name of the parameter as a string;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 chars max;;;;;
;Elements;5;Leaf;6;06.0E.2B.34.01.01.01.05.03.01.02.0A.01.01.00.00;Item Name;Defines the name of the parameter as a string;UTF-16 char string;Variable;;;;;
;Elements;5;Leaf;5;06.0E.2B.34.01.01.01.05.03.01.02.0A.02.00.00.00;Item Value;Defines the value of the parameter as a string;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 chars max;;;;;
;Elements;5;Leaf;6;06.0E.2B.34.01.01.01.05.03.01.02.0A.02.01.00.00;Item Value;Defines the value of the parameter as a string;UTF-16 char string;Variable;;;;;
;Elements;2;Node;4;06.0E.2B.34.01.01.01.02.03.01.02.10.00.00.00.00;KLV Interpretations;Defining information about interpreting the KLV construct;;;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.10.01.00.00.00;Filler Data;Specifies an empty data element.  Intended to act as a space filler.  Value may be application dependant.;UInt8;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.10.02.00.00.00;KLV Data Value;An entire KLV triplet encoded as the value;Opaque;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.10.03.00.00.00;Package KLV Data;Specifies a set of references to KLV data associated with the entire package;StrongReferenceArray;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.01.02.10.04.00.00.00;Component KLV Data;Specifies a set of references to KLV data associated with a component within a package;StrongReferenceArray;Variable;;;;;
;Elements;3;Leaf;5;06.0E.2B.34.01.01.01.03.03.01.02.10.05.00.00.00;Terminating Filler Data;Specifies an empty data element specifically intended to flag the end of a package of Metadata.  Value may be application dependant.;UInt8;Variable;;;;;
;Elements;7;Leaf;5;06.0E.2B.34.01.01.01.07.03.01.02.10.06.00.00.00;KLV Metadata Sequence;A sequence of KLV packets;Sequence of KLV packets;Variable;;;;;
;Elements;7;Leaf;5;06.0E.2B.34.01.01.01.07.03.01.02.10.07.00.00.00;Package Attributes;Specifies a set of references to Tagged Values associated with the entire package;StrongReferenceArray;Variable;;;;;
;Elements;7;Leaf;5;06.0E.2B.34.01.01.01.07.03.01.02.10.08.00.00.00;Component Attributes;Specifies a set of references to Tagged Values associated with a component within a package;StrongReferenceArray;Variable;;;;;
;Elements;5;Node;4;06.0E.2B.34.01.01.01.05.03.01.02.20.00.00.00.00;XML Constructs and Interpretations;Defining information about XML constructs and interpretations;;;;;;;
;Elements;5;Leaf;5;06.0E.2B.34.01.01.01.05.03.01.02.20.01.00.00.00;XML Document Text;An XML document as text. Data type is specified by the value.;Indirect;Variable;;;;http://www.w3.org/TR/REC-xml;
;Elements;5;Leaf;6;06.0E.2B.34.01.01.01.05.03.01.02.20.01.01.00.00;XML Document Text;An XML document in UTF-7 text encoding form;RFC-2152;Variable;;;;http://www.ietf.org/rfc/rfc2152.txt;
;Elements;5;Leaf;6;06.0E.2B.34.01.01.01.05.03.01.02.20.01.02.00.00;XML Document Text;An XML document in UTF-16 text encoding form;16-bit Unicode String;Variable;;;;ISO 10646-1:2000;
;Elements;5;Leaf;6;06.0E.2B.34.01.01.01.05.03.01.02.20.01.03.00.00;XML Document Text;An XML document in MPEG-7 BiM form;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Node;5;06.0E.2B.34.01.01.01.07.03.01.02.20.02.00.00.00;XML BiM Constructs in Multiple Streams;Stream identification information for XML document text carried in mutilple simultaneous streams;;;;;;;
;Elements;7;Node;6;06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.00.00;MPEG-7 BiM Decoder Init Frames;Simultaneously streamed MPEG-7 BiM DecoderInit frames;;;;;;;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.01.00;MPEG-7 BiM Decoder Init Frame (Stream 1);Stream 1 MPEG-7 BiM Decoder Init frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.02.00;MPEG-7 BiM Decoder Init Frame (Stream 2);Stream 2 MPEG-7 BiM Decoder Init frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.03.00;MPEG-7 BiM Decoder Init Frame (Stream 3);Stream 3 MPEG-7 BiM Decoder Init frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.04.00;MPEG-7 BiM Decoder Init Frame (Stream 4);Stream 4 MPEG-7 BiM Decoder Init frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.05.00;MPEG-7 BiM Decoder Init Frame (Stream 5);Stream 5 MPEG-7 BiM Decoder Init frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.06.00;MPEG-7 BiM Decoder Init Frame (Stream 6);Stream 6 MPEG-7 BiM Decoder Init frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.07.00;MPEG-7 BiM Decoder Init Frame (Stream 7);Stream 7 MPEG-7 BiM Decoder Init frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.08.00;MPEG-7 BiM Decoder Init Frame (Stream 8);Stream 8 MPEG-7 BiM Decoder Init frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Node;6;06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.00.00;MPEG-7 BiM Access Unit Frames;Simultaneously streamed MPEG-7 BiM Access Unit frames;;;;;;;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.01.00;MPEG-7 BiM Access Unit Frame (Stream 1);Stream 1 MPEG-7 BiM Access Unit frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.02.00;MPEG-7 BiM Access Unit Frame (Stream 2);Stream 2 MPEG-7 BiM Access Unit frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.03.00;MPEG-7 BiM Access Unit Frame (Stream 3);Stream 3 MPEG-7 BiM Access Unit frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.04.00;MPEG-7 BiM Access Unit Frame (Stream 4);Stream 4 MPEG-7 BiM Access Unit frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.05.00;MPEG-7 BiM Access Unit Frame (Stream 5);Stream 5 MPEG-7 BiM Access Unit frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.06.00;MPEG-7 BiM Access Unit Frame (Stream 6);Stream 6 MPEG-7 BiM Access Unit frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.07.00;MPEG-7 BiM Access Unit Frame (Stream 7);Stream 7 MPEG-7 BiM Access Unit frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.08.00;MPEG-7 BiM Access Unit Frame (Stream 8);Stream 8 MPEG-7 BiM Access Unit frames;Bytestream;Variable;;;;ISO15938-1  section 7;
;Elements;13;Node;5;06.0E.2B.34.01.01.01.0D.03.01.02.20.03.00.00.00;Text Data;Text Data;;;;;;;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.03.01.02.20.03.01.00.00;UTF-8 Text Data;UTF-8 Text Data;UTF-8 char
String;Variable;;;;RP2057;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.03.01.02.20.03.02.00.00;UTF-16 Text Data;UTF-16 Text Data;UTF-16 char
String;Variable;;;;RP2057;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.03.01.03.00.00.00.00.00;Fundamental Dimensions;Information about the four basic indefinables of natural philosophy;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.03.01.03.01.00.00.00.00;Length;Descriptive information about length  (Default is Metric system, metres);;;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.01.03.01.01.00.00.00;Length System Name;Metric, Imperial etc;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.01.03.01.02.00.00.00;Length Unit Kind;Units of measurements of length and distance (feet, metres etc);ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.03.01.03.02.00.00.00.00;Angles;Descriptive information about Angles (Default is Degrees);;;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.01.03.02.01.00.00.00;Angular Unit Kind;Degrees, Radians, Grads etc;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.03.01.03.03.00.00.00.00;Time;Descriptive information about Time (Default is UTC system).;;;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.01.03.03.01.00.00.00;Time System Offset ;Time offset from UTC (Signed hours and minutes, colon delineated) (Default is undefined).   Positive is East of UMT; negative is West of UMT;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;6 chars max;+13hours/-12hours;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.01.03.03.02.00.00.00;Time Unit Kind;Frames, seconds, minutes etc.  (Default is seconds).;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;;
;Elements;3;Leaf;5;06.0E.2B.34.01.01.01.03.03.01.03.03.03.00.00.00;Timing Bias Correction;Correction in seconds to be applied to timing metadata or essence time;Floating Point;4 bytes;;;;;Positive seconds to be added to the applicable time; negative seconds to be subtracted from the applicable time
;Elements;3;Leaf;5;06.0E.2B.34.01.01.01.03.03.01.03.03.04.00.00.00;Timing Bias Correction Description;Description of the timing bias computation, reason, etc.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;40 bytes max;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.03.01.03.04.00.00.00.00;Mass;Descriptive information about Mass (Default is Metric system, Kilogramme);;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.03.01.03.05.00.00.00.00;Energy;Descriptive information about Energy (Default is Joule);;;;;;;
;Elements;1;Node;2;06.0E.2B.34.01.01.01.01.03.02.00.00.00.00.00.00;Human Assigned Descriptors;Descriptors (Human Assigned) relating to analysis of the content;;;;;;;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.03.02.01.00.00.00.00.00;Categorization;Analytical categorisation of the content;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.03.02.01.01.00.00.00.00;Content Classification;Content classification;;;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.01.01.00.00.00;Content Coding System;The system of coding for program classification eg Escort 2.4;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;31 bytes max;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.01.02.00.00.00;Program Kind;Type of program (e.g., cartoon, film, ...);ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.01.03.00.00.00;Genre;Programme genre (e.g., entertainment, current affairs magasine, Italo Western, ...);ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.03.02.01.01.03.01.00.00;Genre;Programme genre (e.g., entertainment, current affairs magasine, Italo Western, ...);16-bit Unicode String;64 bytes max;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.01.04.00.00.00;Target Audience;Target audience (e.g., children, 17 to 32, elderly, ...);ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.03.02.01.01.04.01.00.00;Target Audience;Target audience (e.g., children, 17 to 32, elderly, ...);16-bit Unicode String;Variable;;;;;
;Elements;3;Leaf;5;06.0E.2B.34.01.01.01.03.03.02.01.01.10.00.00.00;Program Material Classification Code;The resulting delineated classification code from the classification system;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;16 bytes max;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.03.02.01.02.00.00.00.00;Cataloging and Indexing;Archival analysis of the essence metadata ;;;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.02.01.00.00.00;Catalog Data Status;The current status of the catalogue as a freeform text string;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;127 bytes max;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.02.02.00.00.00;Thesaurus Name;The name of a specialized vocabulary of selected words or concepts for a particular field, e.g. a particular cataloguing, indexing or thesaurus system;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;4;Leaf;6;06.0E.2B.34.01.01.01.04.03.02.01.02.02.01.00.00;Thesaurus Name;The name of a specialized vocabulary of selected words or concepts for a particular field, e.g. a particular cataloguing, indexing or thesaurus system;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.02.03.00.00.00;Theme;The category of the Theme of the content;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.03.02.01.02.03.01.00.00;Theme;The category of the Theme of the content;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.02.04.00.00.00;Content Classification;The value of the content classification as a (possibly subdivided) alphanumeric string;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;127 bytes max;;;;;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.03.02.01.02.04.01.00.00;Subject Name;The Subject being indexed expressed as a Name.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.03.02.01.02.04.02.00.00;Subject Name;The Subject being indexed expressed as a Name.;16-bit Unicode String;64 bytes max;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.02.05.00.00.00;Keywords;Words or phrases summarizing an aspect of the data set.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;127 bytes max;;;;;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.03.02.01.02.05.01.00.00;Keywords;Words or phrases summarizing an aspect of the data set.;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.02.06.00.00.00;Key Frames;Freeform textual reference to a key frame of video in the data set;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;127 bytes max;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.02.07.00.00.00;Key Sounds;Freeform textual reference to a key sound in the data set;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;127 bytes max;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.03.02.01.02.08.00.00.00;Key Data ;Freeform textual reference to a key piece of data or program in the data set;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;127 bytes max;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.02.01.02.09.00.00.00;Assigned Category Name;Freeform textual name assigned by the user to a category - as in, for example, a column header;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;127 bytes max;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.03.02.01.02.09.01.00.00;Assigned Category Name;Freeform textual name assigned by the user to a category - as in, for example, a column header;16-bit Unicode String;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.02.01.02.0A.00.00.00;Assigned Category Value;Freeform textual value for an assigned category;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;127 bytes max;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.03.02.01.02.0A.01.00.00;Assigned Category Value;Freeform textual value for an assigned category;16-bit Unicode String;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.02.01.02.0B.00.00.00;Shot List;Freeform textual listing of shots, for example indexed against time or frame count;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.02.01.02.0C.00.00.00;Package User Comments;Specifies a vector of references to categorized package comments;StrongReferenceArray;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.02.01.02.0D.00.00.00;Cue-In Words;The actual words on the sound track or a textual reference to music etc. at the in-cue point;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;127 bytes max;;;;;
;Elements;4;Leaf;6;06.0E.2B.34.01.01.01.04.03.02.01.02.0D.01.00.00;Cue-In Words;The actual words on the sound track or a textual reference to music etc. at the in-cue point;16-bit Unicode String;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.03.02.01.02.0E.00.00.00;Cue-Out Words;The words on the sound track or a textual reference to music etc. at the out-cue point;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;127 bytes max;;;;;
;Elements;4;Leaf;6;06.0E.2B.34.01.01.01.04.03.02.01.02.0E.01.00.00;Cue-Out Words;The words on the sound track or a textual reference to music etc. at the out-cue point;16-bit Unicode String;Variable;;;;;
;Elements;3;Leaf;5;06.0E.2B.34.01.01.01.03.03.02.01.02.0F.00.00.00;Key Frame Sample Count;The number of key frame samples in the subject digital video file;Integer;4 bytes;;;;;
;Elements;4;Leaf;5;06.0E.2B.34.01.01.01.04.03.02.01.02.10.00.00.00;Keypoint Kind;The Kind of keypoint - e.g. shot category, keyword, key picture, key sound etc;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;4;Leaf;6;06.0E.2B.34.01.01.01.04.03.02.01.02.10.01.00.00;Keypoint Kind;The Kind of keypoint - e.g. shot category, keyword, key picture, key sound etc;16-bit Unicode String;Variable;;;;;
